0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
0.0,0.0,0.0,0.0,0.0,0.4989718939707532,0.49328295712856757,0.4826093763079905,0.49242832597276665,0.49702200261480517,0.0,0.0,0.0,0.0,0.0,0.9999992105965947,0.9999991496129537,0.9999990081277372,0.9999987913407439,0.9999984254640991,0
0.0,0.0,0.0,0.0,0.0,0.4989718939707532,0.49328295712856757,0.4826093763079905,0.49242832597276665,0.49702200261480517,0.0,0.0,0.0,0.0,0.0,0.9999992105965947,0.9999991496129537,0.9999990081277372,0.9999987913407439,0.9999984254640991,0
9.658452264984748e-05,7.343313829697622e-05,0.00011255141072271692,9.492668135268494e-05,0.0001147856880037751,0.7795151452991358,0.39498426180610213,0.4826093763079905,0.49242832597276665,0.5808418979490915,9.861623880616597e-05,9.01897944743876e-05,0.00017856893232622972,0.0001233356493446538,0.0001586561312915645,0.999985065127546,0.9999907100153194,0.9999810397874896,0.9999864863257242,0.9999822646199819,0
0.00017453410021442775,0.00010226212615091078,8.718523095362931e-05,0.00019145000608208895,0.00020557400561733476,0.3437235156945401,0.35210885954771776,0.4826093763079905,0.5441866824971374,0.49702200261480517,0.0002031008665561709,0.00019889723722588733,0.00010853726199375213,0.00018317229660505053,9.004293874496764e-05,0.9999642633855976,0.9999820439278067,0.9999874443213801,0.9999646782274959,0.9999671191595915,0
0.000329546238396314,0.0001364337909403419,7.759283827234761e-05,0.0003172539132622102,0.00036156281019250375,0.4989718939707532,0.45360227224319727,0.6969293462792443,0.49242832597276665,0.49702200261480517,0.0004397315738100477,0.0003192048746252442,7.003710526293705e-05,0.00043360955399242805,0.0002682857500642601,0.9999129041573437,0.999969060937557,0.9999906882259024,0.9999209316855494,0.9999199625280414,0
4.1000013436614906e-05,6.8346936304734e-05,2.1873749512829133e-05,0.0001239998716270716,6.696302754319382e-05,0.829412468753465,0.49328295712856757,0.4826093763079905,0.5124064467993578,0.49702200261480517,4.565595904109255e-05,9.347018052512351e-05,1.3256000613834622e-05,0.00013341172321535192,7.264400644547324e-05,0.9999962563210733,0.9999914563850948,0.9999994438082787,0.9999801399938367,0.9999937750153808,0
0.00017210110314567128,9.255812510381854e-05,4.770791080633088e-05,6.576826061500799e-05,0.00027685211054133776,0.4989718939707532,0.49328295712856757,0.3954660991897486,0.7937632732171668,0.49702200261480517,0.00010949029724227058,9.760127304267018e-05,3.271317248855444e-05,3.470047743682502e-05,0.00020787784164332445,0.9999669592461954,0.9999859749461816,0.9999964608603821,0.9999944787795103,0.9999431925744356,0
0.00020667122572785184,9.667718709915289e-05,2.0481449702631832e-05,0.0001128922980025975,0.00031957232401963356,0.4989718939707532,0.49328295712856757,0.7870866290774261,0.6679786132237483,0.49702200261480517,0.0001740406324243981,1.5923757667246803e-05,1.881483939786461e-05,2.7622850516269108e-05,0.00017232664441220718,0.9999563412915131,0.9999871205154864,0.9999993918954598,0.9999861047684039,0.9999344946093545,0
0.00019236431930758882,0.00011042340951356055,2.874275664525622e-05,0.00014578216961099984,0.00019565256953439853,0.4989718939707532,0.26448784910401724,0.627251859401714,0.37347694137474535,0.49702200261480517,0.00019277856071003591,0.00013156844712346985,6.903665455539575e-06,0.00025649343313588675,0.00020138733312626065,0.9999595916774227,0.9999817159992311,0.9999989980893215,0.9999700995380605,0.9999653757792512,0
0.00013305561464976986,0.00010557210405479989,5.5374141492128956e-05,9.498814268604425e-05,8.185655799336933e-05,0.4989718939707532,0.3565350585685457,0.6327669617838546,0.49242832597276665,0.49702200261480517,0.00022376549160040785,0.0001794006515278394,2.1668124766270743e-05,8.862647492558287e-05,5.700811953006065e-05,0.9999719957332033,0.9999819596042848,0.9999955015530971,0.9999880626168118,0.9999920850813501,0
0.0004997607419352185,0.00021034713452689749,0.00023339128201185105,0.000503949963144188,0.0005117231660963645,0.2820990287091574,0.49328295712856757,0.4826093763079905,0.3351248094162303,0.5972983498462808,0.0005103965527497192,0.00034661942030817807,0.0001790990486106299,0.00046520052902169,0.0006034554614780566,0.9998518034597417,0.9999483261685724,0.9999511900350163,0.999861689816856,0.9998548917769715,0
0.0004468133421671604,0.000336790650556166,0.0002856827499360165,0.00016689520391997424,0.00018833156346701493,0.37768573952977497,0.49328295712856757,0.4826093763079905,0.7299219732112124,0.49702200261480517,0.000958869231485114,0.00034998672081006164,0.0002457205400819185,0.0001170182982990456,0.00012084029070246523,0.9998591000913516,0.9999130451468653,0.9999339400768434,0.9999721395360397,0.9999703375655254,0
0.00013754748825999452,0.00012416728777188022,0.00010925525289513013,0.00013384947654542997,9.254654957164903e-05,0.5974692796917138,0.26074564983750337,0.4826093763079905,0.49242832597276665,0.7742540016864846,0.00013101172488685594,9.012453440312095e-05,7.128694136966304e-05,0.0001459573721554854,6.674656152013498e-05,0.9999754907994447,0.9999800377230542,0.9999846302479062,0.99997806687403,0.99998998165811,0
