1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.009301,0.007812,0.01784,0.029982,0.026952,0.035814,0.006463,0.003494,0.007144,0.003693,0.000513,0.011671,0.003319,0.000356,0.000846
0.006079,0.004231,0.010971,0.010216,0.020818,0.022228,0.033479,0.048109,0.056816,0.013247,0.033409,0.032438,0.015326,0.02054,0.027351
0.005545,0.003721,0.009257,0.00316,0.00147,0.003033,0.001667,0.004326,0.002317,0.013857,0.014964,0.029238,0.014368,0.042624,0.040932
0.00729,0.009113,0.015004,0.001556,0.001239,0.000454,0.005877,0.001175,0.003149,0.01969,0.007788,0.027229,0.000178,0.000774,0.000207
0.018418,0.022585,0.074845,0.010736,0.002433,0.007944,0.00084,0.000637,0.001215,0.01602,0.014943,0.016531,0.001509,0.000654,0.00044
1.530021385096233,1.8463720160718506,1.6261051864005107,2.934808144087706,1.2946488615621097,1.6112110851178691,0.19304638728755338,0.07262674343677898,0.12573922838637006,0.2787801011549785,0.015355143823520608,0.3597940686848758,0.2165600939579799,0.017332035053554042,0.030931227377426783
3.029774633985853,5.337981564641928,6.8220763831920515,1.0509005481597495,0.11687001633202036,0.35738707935936653,0.025090355148003226,0.013240765761084204,0.021384821177133202,1.2093304144334567,0.44727468646173185,0.509618348850114,0.09846013310713819,0.03184031158714703,0.016087163175021024
0.3355460153685198,0.2569990459584828,0.1924799050547554,0.7363328257772975,0.9172026544155181,0.8184560537501714,0.8849787758455429,0.8458000484144275,0.8546476851298003,0.18733830467204382,0.03319099378881988,0.41383589816325084,0.6874482187241093,0.35247524752475246,0.6578538102643856
1.2758573388203018,0.8572369142982553,1.1890162623300455,19.268637532133678,21.753026634382564,78.88546255506608,1.099710736770461,2.9736170212765956,2.268656716417911,0.18755713560182835,0.06587057010785824,0.42862389364280734,18.646067415730336,0.4599483204134367,4.086956521739131
0.8338820301783265,0.46428179523757274,0.7312050119968009,6.565552699228791,16.802259887005647,48.9603524229075,5.696613918665986,40.94382978723404,18.04255319148936,0.6727780599288979,4.289804827940421,1.1913033897682619,86.10112359550561,26.5374677002584,132.13043478260872
0.7606310013717421,0.40831778777570504,0.6169688083177819,2.030848329048843,1.1864406779661016,6.680616740088106,0.283648119789008,3.6817021276595745,0.7357891394093363,0.7037582529202641,1.921417565485362,1.0737816298799074,80.71910112359551,55.06976744186047,197.73913043478262
