0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
0.001734648445580897,0.026485201811306164,0.0005421125344264822,0.0004150587324676233,1.85503164279034e-05,0.0014724037444797519,0.002018494408770515,0.033003748656862654,5.102178734902457e-05,0.044979022454918596,0.0010720211308655678,0.0005502927164249471,0.00026836618295333534,0.01046062597088456,0.0011951617465553333,0.0026110687977116166,1.2838385483871211e-06,0.0011510487411436933,0.001668416212077646,8.415827732328974e-08,0.005062946300652611,0.007650873432679401,3.8494013056480404e-05,0.0025004925875399594,7.290161413489853e-07,0
0.001162514932622722,0.017915455512419604,0.0011158308297194164,0.005671302873642425,3.0611252416455625e-06,0.0008304446225901162,0.0011122485987210308,0.027272162367494506,0.021035373455363326,0.0006964882083773175,0.0006387125612362272,0.0011219481155030756,7.228554927849276e-05,0.00015974918115402303,0.016325004755436107,0.0028342708763391174,2.581432798911057e-06,0.0009028599935347898,0.0046310069660583306,1.7144367166031923e-08,0.004488243561744378,0.010895335917317481,2.3893198573389702e-05,0.010792742982487058,9.340325287147087e-08,0
0.0007037850806054652,0.015631243787216538,0.0065743758500779745,0.00035675469760326544,4.512618256630619e-05,0.0005379484635895304,0.00030090561891935735,0.026200861621473684,0.0011596148761001384,0.04042519191250972,0.0004638730152711672,0.0010143106845947065,2.2661182673086285e-05,0.014960353544051353,5.3865199388464235e-05,0.0031174947130256387,3.993306281210342e-06,0.0019156547524608377,0.0024183809451968977,9.591382558833878e-08,0.006696274734788841,0.009472319643396426,6.175025475537398e-05,0.0018377920693879654,1.634727483781689e-06,0
0.0005590433430650524,0.018646880213181758,0.00039426488157896095,0.0025305204721959335,1.3866142406951214e-06,0.0006682863120986331,0.0015203025409045896,0.0324125354117783,0.02430120886632771,0.001481515014463126,0.0004151836984200045,0.0011363129106822904,4.1462514417078735e-05,0.00026761351790563666,0.011479065371743943,0.003136658578550564,3.6878157089691686e-06,0.0018477481607894032,0.017725021565765494,3.3973882464558534e-08,0.007925922215657216,0.005607706331704489,3.542799046391432e-05,0.013215818025314513,1.3572655131288518e-07,0
0.00022672606193775875,0.014157275086985038,2.610500019384083e-05,0.00013718937196535459,2.091576015010501e-06,0.0008859407030816424,0.005996050988803121,0.026173753612678242,6.947876838520398e-05,0.02960476912747452,0.0001569450192167388,0.0001698756148869286,9.929864629814396e-05,0.017339275309504538,0.007136146632278574,0.0012551710366417532,6.467121382843031e-07,0.00030652111780295546,0.0008126497138111512,1.5978130066301088e-08,0.005324446392093519,0.003419930290638063,1.4324530290216815e-05,0.00260955077637026,3.5989265988818804e-07,0
0.00021013001814401168,0.012663969523547442,9.369657798960658e-06,0.00045050183921229673,7.486401923180626e-07,0.0005882437442048709,0.0077847605997874705,0.018311264444105455,0.014195254295086286,0.00010843019620520276,2.5971490422634427e-05,0.0002244771670801204,0.00015489344778068007,0.0011009811741106799,0.010457784672381043,0.0018810114284746448,9.911233710062188e-07,0.00040321547336948094,0.009300298469534226,1.6336231877661644e-08,0.007396063421993863,0.0022964724672210977,1.7230780670593514e-05,0.016167991232826688,1.8602966978518466e-07,0
0.00020396968984147737,0.009763099609150824,0.008903242180780759,0.00018349247463864257,1.9301230661947222e-05,0.0001081984320250454,0.00012540379289154892,0.022658688021883616,0.0012636608710320362,0.026353114368779976,1.925777017262008e-05,0.00020084120963270117,1.9302755256555984e-05,0.013293264771191826,1.6487969005966538e-05,0.0015945396800968355,1.5521367432379772e-06,0.0015892520259741865,0.0017053569272423887,9.905866104660153e-08,0.006248200306637742,0.0051862377944142,4.287916234142113e-05,0.0011600225295551447,7.594257877435208e-07,0
0.0010340360452852533,0.011197563934354175,0.005206391314222805,0.0003171502859805075,2.1720440419096404e-05,0.0006803917721079546,0.00010710692631599704,0.017871685065124113,0.0016820829743696905,0.026860327009352758,0.0005341462025556711,0.00025241056538100916,4.801925181818572e-05,0.012422902162763047,2.9081567901569766e-05,0.002139162605867739,1.0237710040693522e-06,0.00107775644770086,0.0012373244890622678,6.015640969096758e-08,0.005565251692507055,0.00824787511863213,5.037102365836792e-05,0.0016577844248492155,7.123426286558508e-07,0
0.0052724457136646904,0.009382977144342473,2.4742555207414238e-05,0.002821512126420667,3.498556705323983e-06,0.0007743093734891623,0.028844588450827588,0.0517119040748847,0.10549659615229197,0.00023110358598871922,0.00044192536666993586,0.0005196199920900232,0.0011225666401303326,0.03291422238130147,0.0481273573976244,0.001472081007336006,2.1096579018269057e-07,0.0003620339158157439,0.006789139425380597,2.1097755307922846e-08,0.009856373492047836,0.0004058662272710088,2.9633526491860897e-05,0.04090161603465647,6.000578761560307e-07,0
0.0029549826959257555,0.012995419358489173,0.00033580704513857043,0.0005282159590392389,1.8583346078185608e-05,0.0020207794794781303,0.00035194610059108636,0.02527070658107381,0.001832298473735233,0.03350988559088924,0.001890197558884964,0.00023606377918349323,0.00035838092275026134,0.01662296191862285,6.463042748155838e-05,0.002674002916422653,5.354462958393142e-06,0.0016237911596811835,0.0017340869587513241,4.855311862506312e-08,0.002619602384425289,0.008878046497577008,1.4635254353500865e-05,0.0018638344881748165,4.4663820635221577e-07,0
