0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.90276725066939,15859.331360587685,24.319919383735837,9.229950350861388,0.130853587202548,46.40659829536743,12120.38172827105,53306.25947791091,29923.043710616148,71.77654354240369,2.0952547690686583,75.69452846145786,249.59984631383227,26201.92347379069,11816.34068566114,109864.79015788491,26.600304323181252,2.56491005910488,1.2379116377258177,0.10938081613841977,48684.55407443973,7223.506584226277,145.46221867454906,6.287072458248269,1.9457706155424992
969.2302035707205,1734.0847712069767,21.09411733569438,5.516400707463048,1.68937158802188,198.37371903002148,54415.050572050095,19154.78643590761,408.99885099295835,26.396951882702666,24.473712579695416,1038.3205526500358,9263.61187355389,15758.261993419097,15763.650616890487,68656.7684153591,10.331744542300749,0.7790713474665634,0.20707726487235606,0.05598509865149632,20205.27301712302,462.0031803873333,3.8695332573130106,1.5934565955029871,1.4954580899355636
609.3017276891003,796.067557977638,29.82924561551535,14.851599961763545,3.0520106932118978,75.85785750775777,59394.335034442876,15225.936297570992,12594.295901825139,63.56166364586381,7.429978053522267,74.4052604734768,140.71451303583635,14768.897009612765,14092.809535478202,110793.08693027325,1.5940399713080848,0.3170060632778099,0.6806479442427691,0.16246983839688797,23194.207489339205,343.6727478124929,31.803696432082948,5.039618281980914,1.537691055369634
1137.8842792960272,2318.5213810020005,40.894772881537605,6.220805675121122,1.9079557259409774,21.477750091435837,40430.41788300776,18160.415380810962,1002.5162239628389,12.910067287895139,0.1563052253844761,21.199186191331666,228.2885465661986,17629.858749116633,4998.2892781114615,54716.653271874224,6.021091475219435,1.6312057915377047,0.31895935642386514,0.0836526755621063,20853.918387616744,404.66142929407283,35.06926784959065,6.306082373617625,1.4944974535683362
307.67143751796937,1400.5531701187115,48.97778076004532,1.327808324725464,14.388846200222282,145.68386137026326,58444.722889769844,19074.68015036799,24.408287944407707,12896.550875678065,39.37477324688056,31.290610218514164,311.22297977111333,9090.758934989095,12734.292351937416,59654.95687197181,13.499441616172374,3.3884617394864627,0.3200671418547275,1.3252407087449538,47297.53585978189,446.1625311232889,65.96551030635209,2.226996031471976,4.806154390718611
1229.8794720826,6320.441250684604,68.91517138323032,12.826053839708443,1.0215888283319698,40.46864515346311,29343.544132719973,20498.692747162288,11960.398737920132,13.326113566799476,15.959331975612068,26.665210399556255,635.2642580590248,11932.271851384376,9313.39617211165,80852.97213014282,9.466983128902463,1.9358839211277403,0.7036117634324365,0.08053096111555982,27779.478396560306,851.6942315703909,57.13557214161203,4.655805702506424,1.1099612748669327
889.9561707368537,21865.002673300503,21.598308954298183,17.974620884010736,0.3429487541865785,232.11673620368956,25096.963518210316,45884.951370304836,25890.34298474319,51.2763686937139,95.07326909047026,117.00339548618413,589.9829691248231,28500.46168195724,18225.783693808047,53833.096736608066,16.263632044530194,1.8114852060170146,1.497855140936613,0.14281341810620157,38722.432170101856,2606.993838383727,77.13375160323402,4.482332269783495,1.521441573977782
281.7785417209873,12306.267248383696,735.9151895222807,21.846902173150223,1.4773260176965541,243.03401111611035,472.90000202488613,28263.95246956533,29218.026117427984,1201.8488554303085,103.38982700468316,6.3576830785810206,9.78406381674725,177.7395924174568,23188.450832151622,113335.00331883115,42.88277215829339,1.0269467188257355,0.6618954521656877,0.03343025373328778,10356.773843595762,20218.92907573469,12.386634205306164,2.752544555875943,0.3635536673669857
108.99587595358648,17244.167994119514,68.63917096421238,5.236459424045911,1.4419986963788125,128.34728709528608,4431.601855289496,34026.22811943973,24444.09882961788,153.75443012094425,58.662512918446694,43.819682173573796,157.78415866057398,7862.030062842531,17536.195427047383,94279.71557578044,7.786237430464336,1.1758694243322032,0.5675680849481208,0.07173747130975354,25215.69346315764,4573.074839283641,93.4572557763058,4.606924601444606,2.315222114408064
137.2150155449757,21835.26803717633,21.49008545053812,16.601998256833998,0.6959584506907699,123.38089384223245,6358.855405822814,36689.23435132233,23442.51466856804,155.75669073334328,47.13304031088094,56.298598407889884,330.90650657914136,15649.414901851225,23623.692652349382,72582.31535825734,6.652631535536003,0.6134155577999517,1.3155583144705518,0.04409246922674495,28803.05046520508,4173.224580763607,56.44613302421356,5.649263759878656,2.497896335341827
155.84782161123374,5727.092341435944,2.073981341351076,1.1814637303877762,0.05341233873461637,246.33594136345457,8033.38228170641,26558.66476413735,1987.651168697213,14.171483945521842,111.83984319944983,61.655051142767064,24.030083671476596,16608.55868480637,5702.389021816364,43606.00104152274,3.3307259848781103,0.47577358957178756,0.26356631278967946,0.043530569063034354,9973.243877691888,1199.3587271901224,16.5559335581195,2.1617782255538556,0.6970639012473203
218.7859274677916,11358.127862599833,1.702449045376347,7.6021721796494575,0.5352640733004926,116.60197045219165,9041.457951726403,21188.720887579155,12634.13142068961,111.1471289443501,37.58365150829662,592.8908559246415,79.03946178098366,4723.013609259209,14767.373932465693,22404.363769966672,41.02586651620089,0.6280661386081353,0.46808957678259755,0.06235613778319874,14412.444518039265,3001.050120925397,26.315428764912184,1.2609584337500963,1.3697216314610419
454.86737012998617,10951.7292925962,21.269598562666758,11.668980322947753,0.5626487314071607,192.96218193123786,14000.412801726783,20736.88757395056,19097.621816833893,68.18575655815451,93.99473730824666,71.63229456083535,297.13992479769496,8834.910235392173,12200.344877828178,50042.10311865835,3.741525108827262,0.490773536440258,0.9156986575264462,0.05138756238120141,16215.589167020618,1010.7195029587456,32.57677107775717,3.769072463115372,1.6457165645312473
1718.3567395764535,1620.063565467494,43.86041566126422,15.601498009978611,2.3291273481084254,335.47063085530147,30071.047742523406,16238.203444304298,13722.29361090068,147.01288812347912,191.4748070798079,6.143525448596391,128.9123392642431,8840.42928487563,12831.609490159539,89617.79798543983,5.399629643660108,0.5976028034884467,0.9499941372790651,0.06937626719269044,34552.55238656574,594.0107085594506,47.618838040967475,6.596048731773774,3.6098503195651093
703.5742651598866,1289.7856115195477,47.19112043298239,10.81725263822983,1.7466099703989402,246.2016024728861,35262.847044871836,14170.300107177462,4311.575091272083,12.806828328656078,60.42225529062077,4.599777932225982,16.884078125880475,7282.56004102866,7859.323586934952,13760.1431740142,18.5185980187814,4.009300624665583,1.4362882517606577,0.4559128242946077,21353.415180346015,40.748505338849235,4.6605633804875675,0.8692827598917678,0.3179146709458293
1450.7251284471763,21002.52255188493,394.1714063089058,49.29860314062795,5.948884874441188,752.1642159205768,125454.26535095167,106443.502063722,51910.39726319948,55.25006598026137,243.2579239761729,471.1988359254339,1463.955232873737,68483.72410154334,46800.35139340985,259078.5212026379,15.938902760894603,3.2610599506874856,2.797443132005096,0.3068738331268952,94525.79314433767,2232.678441008916,215.2114167828734,16.2374452258651,5.664409668098642
